#----------------------------------------------------------------------------------------------------------------------------------------------------
ID 	    PSRJ       Pref            RAJ           RAf    RAref     DECJ              DECf  DECref      P0                     P0f  P0ref     DM           DMf  DMref
#                               (hms)                              (dms)                              (s)                                    (cm^-3 pc)                   
#------------------------------------------------------------------------------------------------------------------------------------------------------
2299  J1952+3252    kcb+88     19:52:58.206         1  zbcg08     +32:52:40.51         1  zbcg08     0.0395311928548         11  hlk+04     45.006        19  hlk+04     
2300  J1953+1149    nft95      19:53:47.47          3  cn95       +11:49:42.6          5  cn95       0.8518902768             2  cn95       140.03         3  cn95       

2301  J1953+1846A   hrs+07     19:53:46             0  har96      +18:46:42            0  har96      0.004888                 1  hrs+07     117            1  hrs+07     
2302  J1953+2732    nab+13     19:53:07.80          2  nab+13     +27:32:48.2          4  nab+13     1.33396499366            2  nab+13     195.4          9  nab+13     
2303  J1953+67      slr+14     19:53                3  slr+14     +67:02              18  slr+14     0.008565431             18  slr+14     57.2           1  slr+14     
2304  J1954+2407    lsb+17     19:54:00.374         3  lsb+17     +24:07:14.00         4  lsb+17     0.1934045707829         15  lsb+17     80.5           4  lsb+17     
2305  J1954+2923    dlp70      19:54:22.554         2  hlk+04     +29:23:17.29         4  hlk+04     0.4266767865302          4  hlk+04     7.932          7  hlk+04     

2306  J1954+43      slr+14     19:55                2  slr+14     +43:50              18  slr+14     1.386961                94  slr+14     130            3  slr+14     
2307  J1955+2527    dfc+12     19:55:59.39523       7  dfc+12     +25:27:03.443        2  dfc+12     0.0048727658629793      17  dfc+12     209.971        3  dfc+12     
2308  J1955+2908    bbf83      19:55:27.87546       5  mnf+16     +29:08:43.4464       5  mnf+16     0.0061331665102401       8  gsf+11     104.501        3  gsf+11     
2309  J1955+5059    dth78      19:55:18.7637       13  hlk+04     +50:59:55.292       13  hlk+04     0.5189379874091          5  hlk+04     31.98266      13  bkk+16     
2310  J1956+07      dsm+16     19:56:35           115  dsm+16     +07:16               8  dsm+16     5.01248                  0  dsm+16     61.3           0  dsm+16     

2311  J1956+0838    ebvb01     19:56:52.26          2  ebvb01     +08:38:16.8          4  ebvb01     0.303910924347           7  ebvb01     67.087        24  bkk+16     
2312  J1956-28      kkl+15     19:56                2  kkl+15     -27:53              36  kkl+15     0.2600144                6  kkl+15     45.69          1  kkl+15     
2313  J1957+2516    lbh+15     19:57:34.6115        3  sab+16     +25:16:02.076        3  sab+16     0.003961655342404        1  sab+16     44.137         3  sab+16     
2314  J1957+2831    llc98      19:57:19.397         8  hlk+04     +28:31:43.84        15  hlk+04     0.3076828651978         17  hlk+04     138.99         8  hlk+04     
2315  J1959+2048    fst88      19:59:36.76988       5  aft94      +20:48:15.1222       6  aft94      0.00160740168480632      3  aft94      29.1168        7  aft94      

2316  J1959+3620    bck+13     19:59:38.03          2  bck+13     +36:20:29.1          3  bck+13     0.40608118100            1  bck+13     273            0  bck+13     
2317  J2001+42      slr+14     20:02                3  slr+14     +42:43              18  slr+14     0.719161                22  slr+14     55             1  slr+14     
2318  J2002+1637    nft95      20:02:47.77          7  cn95       +16:37:16.7         11  cn95       0.27649748362           18  cn95       94.581        48  bkk+16     
2319  J2002+30      cnst96     20:02:58            16  cnst96     +30:35               5  cnst96     0.421794                 3  cnst96     196           38  cnst96     
2320  J2002+3217    cl86       20:02:04.424        10  hlk+04     +32:17:18.31        15  hlk+04     0.6967605102             3  hlk+04     142.21         3  hlk+04     

2321  J2002+4050    stwd85     20:02:44.030         3  hlk+04     +40:50:53.91         4  hlk+04     0.9050668203089         10  hlk+04     131.486       41  bkk+16     
2322  J2004+2653    lsb+17     20:04:59.02          4  lsb+17     +26:53:40.4          6  lsb+17     0.66587861963            4  lsb+17     160            4  lsb+17     
2323  J2004+3137    dlp70      20:04:52.286         3  hlk+04     +31:37:10.01         5  hlk+04     2.11126473382            4  hlk+04     234.820        8  hlk+04     
2324  J2004+3429    bck+13     20:04:46.97          3  bck+13     +34:29:17.7          5  bck+13     0.24095264193            1  bck+13     351            0  bck+13     
2325  J2005-0020    mld+96     20:05:43.74          4  hlk+04     -00:20:21.9         15  hlk+04     2.27966105858            4  hlk+04     35.93         17  hlk+04     

2326  J2005+3547    nab+13     20:05:17.493         9  nab+13     +35:47:25.4          1  nab+13     0.615033894871           4  nab+13     401.6          3  nab+13     
2327  J2005+3552    bck+13     20:05:47.50          6  bck+13     +35:52:24.3          1  bck+13     0.30794290464            2  bck+13     455            0  bck+13     
2328  J2006-0807    mlt+78     20:06:16.367        13  hlk+04     -08:07:01.9          6  hlk+04     0.580871337031           3  hlk+04     32.39          3  hlk+04     
2329  J2006+3102    nab+13     20:06:11.0           3  nab+13     +31:02:03            4  nab+13     0.16369523645            9  nab+13     107.16         1  nab+13     
2330  J2007+0809    ebvb01     20:07:13.5           1  ebvb01     +08:09:33            2  ebvb01     0.32572436605            5  ebvb01     53.394        37  bkk+16     

2331  J2007+0910    clm+05     20:07:58.1031       12  clm+05     +09:10:12.93         6  clm+05     0.4587348258074          6  clm+05     48.72934      67  bkk+16     
2332  J2007+20      kkl+15     20:07                2  kkl+15     +20:21              36  kkl+15     4.634                    7  kkl+15     67.0           4  kkl+15     
2333  J2007+2722    kac+10     20:07:15.8288        4  akc+13     +27:22:47.914        6  akc+13     0.024497388545933       10  akc+13     127.0          4  akc+13     
2334  J2007+3120    nab+13     20:07:09.012         6  nab+13     +31:20:51.54         9  nab+13     0.60820531457            1  nab+13     191.5          2  nab+13     
2335  J2008+2513    nft95      20:08:35.482        11  cn95       +25:13:30.36        16  cn95       0.58919550332            6  cn95       60.5555       36  bkk+16     

2336  J2009+3326    cfl+06     20:09:49.16          2  nab+13     +33:26:10.2          3  nab+13     1.43836860189            2  nab+13     263.6          8  nab+13     
2337  J2010-1323    jbo+07     20:10:45.920937      8  mnf+16     -13:23:56.0755       5  mnf+16     0.00522327101650568      3  abb+15     22.16055       9  abb+15     
2338  J2010+2845    nab+13     20:10:05.068         2  nab+13     +28:45:29.17         3  nab+13     0.5653693451984          6  nab+13     112.47         8  nab+13     
2339  J2010+3230    cfl+06     20:10:26.50          1  nab+13     +32:30:07.3          2  nab+13     1.44244752060            1  nab+13     371.8          5  nab+13     
2340  J2011+3331    cfl+06     20:11:04.926         2  nab+13     +33:31:24.64         3  nab+13     0.931733093470           4  nab+13     298.58         6  nab+13     

2341  J2012-2029    blr+13     20:12:46.6           3  blr+13     -20:29:31           22  blr+13     0.54400187061            3  blr+13     37.67          8  blr+13     
2342  J2013-0649    lbr+13     20:13:17.7507       38  lbr+13     -06:49:05.39        32  lbr+13     0.5801872690010         34  lbr+13     63.36         10  lbr+13     
2343  J2013+3058    nab+13     20:13:34.253         3  nab+13     +30:58:50.69         5  nab+13     0.2760276934460          5  nab+13     148.7          1  nab+13     
2344  J2013+3845    stwd85     20:13:10.367         3  hlk+04     +38:45:43.31         4  hlk+04     0.2301936138595         10  hlk+04     238.217        8  hlk+04     
2345  J2015+2524    nft95      20:15:12.70          7  cn95       +25:24:31.3         10  cn95       2.3032990816             9  cn95       13             3  cn95       

2346  J2016+1948    naf03      20:16:57.44349       6  gsf+11     +19:47:51.5882      12  gsf+11     0.064940388241514        6  gsf+11     33.8148       16  gsf+11     
2347  J2017+0603    cgj+11     20:17:22.70503       1  mnf+16     +06:03:05.5686       4  mnf+16     0.0028962158163900       3  abb+15     23.9231        1  abb+15     
2348  J2017+2043    naf03      20:17:28.938         2  naf03      +20:43:31.90         3  naf03      0.537143086032           2  naf03      60.4906       99  bkk+16     
2349  J2017+59      slr+14     20:18                3  slr+14     +59:13              18  slr+14     0.403619                12  slr+14     61             3  slr+14     
2350  J2018+2839    csl68      20:18:03.8333        9  hlk+04     +28:39:54.212       16  hlk+04     0.5579534804225          7  hlk+04     14.1977        6  srb+15     

2351  J2018+3431    cfl+06     20:18:53.196         2  nab+13     +34:31:00.51         2  nab+13     0.3876640866385          8  nab+13     222.35         7  nab+13     
2352  J2019+2425    ntf93      20:19:31.94900       3  nss01      +24:25:15.3038       5  nss01      0.00393452408033124     11  nss01      17.203         5  ntf93      
2353  J2021+3651    rhr+02     20:21:05.46          4  hrr+04     +36:51:04.8          5  hrr+04     0.103740952074           4  aaa+09d    367.5         10  aaa+09d    
2354  J2022+2854    fss73      20:22:37.0671        7  hlk+04     +28:54:23.104       11  hlk+04     0.3434021577860         13  hlk+04     24.63109      18  bkk+16     
2355  J2022+3842    agr+11     20:22:21.689         6  agr+11     +38:42:14.82         7  agr+11     0.048578779636          24  apk14      429.1          5  agr+11     

2356  J2022+5154    dl70       20:22:49.8730       12  hlk+04     +51:54:50.233       11  hlk+04     0.529196917808          17  hlk+04     22.54968      56  bkk+16     
2357  J2023+5037    dtws85     20:23:41.9427       10  hlk+04     +50:37:34.858       11  hlk+04     0.372619054536           3  hlk+04     32.98817      37  bkk+16     
2358  J2024+48      hrk+08     20:24                0  hrk+08     +48                  0  hrk+08     1.262                    0  hrk+08     99             0  hrk+08     
2359  J2027+2146    ht75b      20:27:16.690         3  lcx02      +21:46:04.43         5  lcx02      0.398173021652           2  lcx02      97.0915       48  bkk+16     
2360  J2027+4557    hrk+08     20:27:16.233         3  jsb+09     +45:57:57.08         4  jsb+09     1.099651368044           7  jsb+09     229.594       11  jsb+09     

2361  J2027+74      slr+14     20:28                5  slr+14     +74:47              18  slr+14     0.515229                14  slr+14     11             3  slr+14     
2362  J2029+3744    stwd85     20:29:23.872        10  hlk+04     +37:44:08.17        14  hlk+04     1.216804657740          12  hlk+04     190.66         3  hlk+04     
2363  J2030+2228    ht75b      20:30:40.446         9  hlk+04     +22:28:21.83        15  hlk+04     0.630512646679           4  hlk+04     71.8627       67  bkk+16     
2364  J2030+3641    ckr+12     20:30:00.261         4  ckr+12     +36:41:27.15         7  ckr+12     0.2001285881663         17  ckr+12     246.0          7  ckr+12     
2365  J2030+55      hrk+08     20:30                0  hrk+08     +55                  0  hrk+08     0.579                    0  hrk+08     60             0  hrk+08     

2366  J2032+4127    aaa+09c    20:32:13.107         8  lsk+15     +41:27:24.36        10  lsk+15     0.1432499                3  lsk+15     114.65         3  lsk+15     
2367  J2033+0042    bb10       20:33:31.11         12  lbr+13     +00:42:22.0         80  lbr+13     5.01339800063           90  lbr+13     37.84         13  lbr+13     
2368  J2033+1734    rtj+96     20:33:27.51720       3  spl04      +17:34:58.6380       8  spl04      0.0059489575348502       6  spl04      25.0791        3  spl04      
2369  J2033-1938    blr+13     20:33:55.4           2  blr+13     -19:38:59           12  blr+13     1.28171902379           12  blr+13     23.47          9  blr+13     
2370  J2036+2835    bck+13     20:36:46.363         5  bck+13     +28:35:10.44         7  bck+13     1.35872676315            2  bck+13     84.2174       64  bkk+16     

2371  J2037+1942    stwd85     20:37:14.54          8  dtms88     +19:42:54.3          9  dtms88     2.0743770781             5  dtms88     36.891647     48  bkk+16     
2372  J2037+3621    dtws85     20:37:27.44          3  hlk+04     +36:21:24.1          3  hlk+04     0.61871508419            5  hlk+04     93.56          6  hlk+04     
